ID,IMAGE,MASK,LABEL,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_JointAverage,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_Imc1,original_glcm_Imc2,original_glcm_Idm,original_glcm_Idmn,original_glcm_Id,original_glcm_Idn,original_glcm_InverseVariance,original_glcm_MaximumProbability,original_glcm_SumEntropy,original_glcm_SumSquares,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis
Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_0,Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_0_image.tif,Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_0_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},3764c5ef73e97545b5559696ac7f3d9b3bafebf0,2D,"(1.0, 1.0)","(78, 98)",66.2012035583464,1,235,e684c6b09402c6f5e96375ad7dda76dac4fc3e8a,"(1.0, 1.0)","(78, 98)","(5, 5, 68, 88)",4405,1,"(36.283314415437005, 46.0422247446084)","(36.283314415437005, 46.0422247446084)",47,137,40160688,7.06951767360499,50,3.48076238175222,235,28.7909431161834,88.4676503972758,84,17,218,20.6144341604715,95.4833429738981,0.780275064649616,40160688,0.008636094830841,1290.54361865644,6399.78703521355,72.6422468314139,78245539.6515291,255279.114906167,4810.98116862516,319.516886758367,0.875385252264125,13.5532863447884,5.18189346027886,135.031325927205,0.000288084296449,12.0343138229742,-0.295776717959475,0.992276134607401,0.076438542674997,0.993528446979352,0.149692375369817,0.943920638778761,0.077796778473384,0.001159469586913,7.96662949608197,1282.62451384588,36.8859344570377,0.008597611396874,1296.96190852806,6575.31562968648,1.08272234066296,7015.51902764506,0.000946862596967,0.00086314998551,7.22173228685815,4074.8565132009,0.949774668120164,0.973950056753689,0.028478936884799,0.980554665130697,6472.28803393118,0.000842791175312,33.6379223398891,0.008481573963663,1315.92999173001,6681.1046394352,1.37443267776097,8664.72465960666,0.001215748433311,0.000846545941573,3285.70297528996,0.828467719437712,0.927886619599933,6297.60890660895,0.000763794749453,7.53871139200217,0.900340522133939,0.140798463693793,7.75656289060885,3050.40839954597,0.692487718398631,0.216274510056548,38.0419977298524,1290.54361865644,6542.10397275823,1.67650397275823,10127.9573212259,0.001533754488982,0.000867474332241,0.858904023205953,5793.63732500946,0.000713381524988
Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_1,Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_1_image.tif,Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_1_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},55b4fd80103693eaeffabe46d1c9daa7580aa88d,2D,"(1.0, 1.0)","(87, 134)",67.3622405215303,3,250,f2b174ffde01e44643c8c4897ca4a15d7aad13c6,"(1.0, 1.0)","(87, 134)","(5, 5, 77, 124)",6262,1,"(40.419195145320984, 75.64851485148515)","(40.419195145320984, 75.64851485148515)",49,127,52615195,6.94648852240574,42,3.119749831064,212,24.519307445833,86.3240178856595,84,8,204,17.1331554144639,91.6640539488094,0.407062306866782,52615195,0.009484032752293,950.462722406579,7026.60435640966,79.1550984270059,33108893.6329321,67941.7637728585,3331.24174231038,287.012039958524,0.841151180572258,13.2383219266267,5.13504264967182,111.449945665523,0.000261723165111,12.1946478979225,-0.235920527977028,0.980583500361473,0.074417692597212,0.993330998632913,0.147504672683688,0.941428657652408,0.078144171091032,0.000997326888144,7.83308920326303,904.563445567225,57.8074691337526,0.009459587800219,954.655658920583,7272.81968072992,1.0753780927172,7726.06057115028,0.000879169076031,0.000840349538396,7.09666058051828,5823.50529402019,0.952941220102464,0.97588629830725,0.025326216902848,0.981837574641377,7163.04234114127,0.000830906411822,53.2980972515856,0.009390080558771,967.073147523219,7368.99013389711,1.33897110641297,9400.60623678647,0.001042844968246,0.000864258098187,4729.65609584214,0.833272744158235,0.93039253973847,6947.57819933834,0.000828108943756,7.40507491345333,0.906419674225487,0.121828814721779,7.62909181647936,4415.77866496327,0.705170658729363,0.193063747499403,59.3890130948579,950.462722406579,7242.76253593101,1.61609709358033,10953.0528585117,0.001148424219499,0.000832554275198,0.865904130735654,6433.31979044679,0.000762705219335
Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_2,Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_2_image.tif,Set 1-HC 412 DMSO Stack 3!SUM_20 STACK3  C=2_2_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},97b85bcd8d6d18228c27bc93e0723e60d53ff136,2D,"(1.0, 1.0)","(116, 82)",51.2784903280067,2,169,c42a5c13a929db774717c40802790acdaa8df6b4,"(1.0, 1.0)","(116, 82)","(5, 5, 106, 72)",5121,1,"(51.476859988283536, 40.46260495996876)","(51.476859988283536, 40.46260495996876)",34,88,19393608,6.36067976070529,27,3.96588086712206,157,16.7717852839244,57.5977348174185,54,3,154,11.2735623574479,61.5392102608682,0.877794560293034,19393608,0.014797724018415,469.575343433681,3425.1808193647,55.2960141612252,11008770.4908192,61520.0166384492,1638.98909367506,168.915630929608,0.813082256061462,10.1904330463828,4.76454801729566,65.0224184732745,0.000481466501628,11.3993046228628,-0.199788370584195,0.959290615315806,0.094870417925531,0.993132548526843,0.175506180760596,0.940437025941786,0.100447729183151,0.002191780374743,7.23373479208197,451.976181151167,73.1497954514887,0.014737480739301,471.11412446803,3576.30606465029,1.09762238534495,3873.7874559109,0.000900184840734,0.000830525940777,6.54634690061997,4668.96626252325,0.940656270617276,0.969244288224956,0.033143804085036,0.976912171380553,3504.81308148101,0.000813965669873,65.7068468867715,0.014559460865671,476.314489362758,3627.12297806337,1.46931087968092,5025.85286948815,0.001172639486031,0.000841663962877,3605.12319964547,0.79883075551639,0.913886086453194,3356.37650672434,0.000778096699929,6.91831493983188,0.881273188830307,0.181717056504024,7.16674647816507,3329.21792618629,0.650110901422826,0.248776103360195,75.7791446983011,469.575343433681,3560.68346026167,1.80140597539543,5998.55145479399,0.001394017126076,0.000826984962391,0.833577426283929,3044.70069864827,0.000706050041254
Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_0,Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_0_image.tif,Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_0_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},61ef12515336066cef31e827c8bcca93a619709e,2D,"(1.0, 1.0)","(99, 171)",26.6344143186248,0,98,0820c00fa973ea3ff89e540ff46d2b254295dff4,"(1.0, 1.0)","(99, 171)","(5, 5, 89, 161)",7116,1,"(54.429454749859474, 91.02079820123664)","(54.429454749859474, 91.02079820123664)",17,51,8296756,5.63527113258786,17,3.42550078137139,83,10.5505797921602,31.4629005059022,29,3,80,7.43548202611245,34.1457132859548,0.852647180984219,8296756,0.023896816617328,176.015627562333,986.910550783365,29.2594143523303,1246473.1010678,13301.7254445062,609.031922467078,85.8556168928232,0.752851573697964,7.23634450746285,4.29535064937905,33.4718537290525,0.000962820424891,10.497992486172,-0.13359340733633,0.881631104671353,0.132352456594353,0.987460469831302,0.221002259243054,0.921691852318299,0.139567802397042,0.002815965518918,6.50042602395288,173.721884839975,161.19147397262,0.023705521137812,177.278066550943,1051.25380578294,1.14350105390156,1177.75715282917,0.002724638088653,0.002395286244408,5.9060730904656,6218.82378855934,0.914564942414497,0.955557897695334,0.048316839592672,0.966273375885435,1020.8908049396,0.002317978872352,136.602165087957,0.023105914257097,181.47616207649,1074.17371447903,1.73477672530447,1717.86941813261,0.004106543091376,0.00241629950039,4296.65155615697,0.726767854559704,0.877146409815618,960.468614858438,0.002144773227412,6.422437721213,0.830803822372119,0.285994770389712,6.69662663921384,3947.60567734682,0.554750657300003,0.352514312725347,170.049747048904,176.015627562333,1044.07813378302,2.18999437886453,2085.9586846543,0.005159925514541,0.002390800014379,0.768175512147898,833.581703594404,0.001869882633806
Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_1,Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_1_image.tif,Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_1_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},974e46aacb1c3e651d41a85db7eb276448923dab,2D,"(1.0, 1.0)","(92, 170)",22.6329283887468,0,90,96fee085748560686b6c674088c7175c3dadf45f,"(1.0, 1.0)","(92, 170)","(5, 5, 82, 160)",6257,1,"(47.48809333546428, 76.45916573437749)","(47.48809333546428, 76.45916573437749)",16,48,6332464,5.5379484479533,16,3.7406303074323,87,9.99478943180888,29.1615790314847,26,4,83,6.94331623154117,31.8129019735733,0.990903478478485,6332464,0.026074015897145,161.663040370652,795.196138181599,25.9938231555083,1123392.2872503,13498.6162538767,558.196232770386,80.1521962342929,0.748799825192928,6.97788825855761,4.24181004001386,31.4415078019168,0.001121495149781,10.3122696619782,-0.134519858911393,0.879583710694198,0.135387687629945,0.989072427382659,0.224980632288424,0.926588405414429,0.144260581926218,0.003435813336085,6.38217419423562,159.58710725117,154.234351380319,0.025799209076659,163.544117146629,854.573835467816,1.14536162062698,950.634807982057,0.003935205441369,0.003477690589666,5.81033585143123,5474.26345175577,0.915674056017828,0.95544989611635,0.049890359089912,0.966637634516943,832.274291172261,0.003373238781642,129.615976900866,0.02495013992317,169.598936713598,883.38864292589,1.75919153031761,1367.16361886429,0.005946870515374,0.003523824746419,3801.86236766121,0.731831062109954,0.8796276601433,800.060121069939,0.00314430305875,6.32991599379564,0.83027009749081,0.308546327491545,6.59069036877181,3479.51430397954,0.556099457244613,0.362350351081298,163.145117468435,161.663040370652,846.091257791274,2.20217356560652,1634.45405146236,0.007228180241789,0.003462673942544,0.769792321488821,690.575121863513,0.002736291984303
Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_2,Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_2_image.tif,Set 1-HC 417 DMSO Stack 3!SUM_11 STACK3  C=2_2_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},7b9a1e3b1e636724776e8d6d68ced92e60898610,2D,"(1.0, 1.0)","(111, 119)",33.1459610871376,1,110,0ed18bc57fb95e3636dc42e77f0ef342ad568407,"(1.0, 1.0)","(111, 119)","(5, 5, 101, 109)",5471,1,"(61.5655273259002, 57.81301407420947)","(61.5655273259002, 57.81301407420947)",17,63,9985802,6.10506403950799,25.5,2.84762416119577,105,14.362285767855,38.936574666423,37,2,103,10.6725209870507,42.7226435680399,0.508917214831281,9985802,0.016336816702989,309.167426687854,1674.01728011914,37.7244726845843,3393002.39878594,17554.6986719666,1117.2537190228,113.733342274184,0.8152036948202,8.30496087542586,4.49074512244265,44.7367640192936,0.000595168033777,11.0558948595687,-0.187540077199904,0.947836093208935,0.116924397529508,0.989848876056207,0.203079946340521,0.929140864029026,0.12065318540683,0.001984351719662,7.01452547136585,307.746765324247,85.5518666414086,0.016288609002359,310.399248097726,1760.44748983166,1.12951809207474,1949.03903752413,0.002240714581291,0.001971123291875,6.34171617423496,4854.16218830967,0.924204463349749,0.960016450374703,0.044483275680217,0.970158912826273,1716.86964839895,0.001908614576538,75.1161790017212,0.016160967943572,313.468443296175,1800.85843373494,1.63317555938038,2691.63790877797,0.003301923657585,0.001949152615798,3508.56411359725,0.754854585541576,0.891774060527825,1638.58039760231,0.001719426396363,6.78558254721611,0.849570462438311,0.247692592968382,7.08397816196288,3210.71632242734,0.586860961876685,0.334533047933804,89.3787241820508,309.167426687854,1748.35112410894,2.07658563333943,3307.40212027052,0.004197664999185,0.001975763750084,0.792380379374073,1442.63880257519,0.00153594689166
Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_0,Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_0_image.tif,Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_0_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},f9859caf66d91e44684bed6722325b1576005e3d,2D,"(1.0, 1.0)","(135, 121)",49.0099173553719,0,404,c0bc3cea02dd2eccf7fb3cc058322b3caa302a1b,"(1.0, 1.0)","(135, 121)","(5, 5, 125, 111)",7540,1,"(73.49098143236074, 71.93501326259947)","(73.49098143236074, 71.93501326259947)",16,113,34044260,6.87999678803153,46,7.73710430102149,375,31.5773585967677,52.7501326259947,38,3,372,20.6586281406868,67.1948944946999,1.78817121168745,34044260,0.01142261607413,1732.57735409382,3918.16267510956,49.9574649821647,239388797.947648,767072.50870235,6140.6103043841,451.307475599328,0.861746414486479,14.080950275279,5.2354644728843,244.773940836467,0.000419606955417,11.8853148157888,-0.266395107493814,0.986708266903594,0.091714265672787,0.99685281043903,0.167335452992224,0.965095877251846,0.0968020131629,0.001758525742929,7.78172141932802,1647.97944499586,82.1270756072736,0.011227174555302,1752.14100340989,4386.20597695532,1.09537508588034,4550.74359530079,0.002980454964482,0.00264751182542,7.0734767756442,6898.57014337913,0.943058751348196,0.970159151193634,0.032888819643919,0.977829981182697,4345.65672296002,0.002573133764801,71.4279946164199,0.010681620250698,1809.06147707545,4623.54882608046,1.4610438163601,5365.14490803051,0.004297512823228,0.002575842005872,5434.32765066547,0.812670502566991,0.920366451413325,4457.66751605901,0.002320899807797,7.45173942605328,0.886870026525199,0.189650144895664,7.65004622504432,5011.10424403183,0.664602684884858,0.263699174693412,86.126525198939,1732.57735409382,4308.15331564987,1.79814323607427,5623.14482758621,0.005474823429755,0.002670778642914,0.842563328912467,4004.17475011052,0.00214661491182
Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_1,Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_1_image.tif,Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_1_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},41ea09873c4fcff101ae986b8b7fa35353022ea3,2D,"(1.0, 1.0)","(217, 114)",31.5247392675236,0,351,b4fa3ae6cc0d411c7a4a396e5ea748d8a3b5fafc,"(1.0, 1.0)","(217, 114)","(5, 5, 207, 104)",12066,1,"(85.59298856290403, 60.869302171390686)","(85.59298856290403, 60.869302171390686)",7,108,48187880,6.41032630059594,33,9.10785021975492,351,34.9192077146609,39.3820653074755,18,0,351,18.4067266309183,63.1956593775535,2.36177783218657,48187880,0.021638049130797,2442.7442962815,3929.14722741356,40.295590943066,808678542.932966,2172176.30819056,9516.09787868789,294.449866039464,0.940010055209127,10.3922435389959,4.78112127358418,183.293450937819,0.001240126799851,11.0083733074391,-0.280022183024873,0.985933695977001,0.140002236563346,0.997687210955852,0.222473814541635,0.972567744442237,0.146062883711484,0.004706211171445,7.28717031240397,2452.63693618184,237.619448006193,0.020708069611682,2513.64316464788,4230.03260949473,1.16195856986188,4391.67232762941,0.008020317657778,0.006683615977602,6.73272949509116,10421.0909170527,0.908167737006495,0.950998673959887,0.056235533542317,0.963477243325585,4190.49779711407,0.006385911438023,178.487501265054,0.018063708254737,2728.76639077177,4731.86560064771,1.87794757615626,5504.13095840502,0.013899761074673,0.006463592631255,7165.42121242789,0.725171664044924,0.875882103353923,4560.55806395295,0.005507262937145,7.357989858879,0.818912647107575,0.386785522743418,7.45452339120505,6490.0329852478,0.537877754454484,0.43310043283956,261.0847008122,2442.7442962815,4073.45549477872,2.37079396651749,5339.59854135588,0.018255176650993,0.006758488491722,0.757580782547839,3782.93155911008,0.004828797118443
Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_2,Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_2_image.tif,Set 1-HC 419 DMSO Stack 4!SUM_16 STACK4  C=2_2_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},6463a9f48129af7ab6dd6819b974be9938d81df5,2D,"(1.0, 1.0)","(87, 110)",23.7965517241379,0,158,f9f4994f668613080f54d33bbc06946cece1df25,"(1.0, 1.0)","(87, 110)","(5, 5, 77, 100)",5867,1,"(45.46139423896369, 48.44673598091018)","(45.46139423896369, 48.44673598091018)",7,48,4978133,5.52477084942628,15,8.63787478951367,128,13.745884462555,21.2018067155275,14,0,128,7.25559241022942,29.128975053369,2.29985491944723,4978133,0.032740839649095,398.980579657204,836.90360221415,22.1626248112548,18608004.7653166,131530.401275346,1488.75384197103,105.867777280541,0.867222394645841,7.10585710112717,4.30417998670515,55.0618398256863,0.001923709112235,9.95045755373613,-0.197529876297233,0.941678998763146,0.157779837947937,0.993913269281947,0.245923677406827,0.950321848982899,0.164559545233852,0.006861894581525,6.36392430815978,398.655404812892,175.846419634354,0.0317327611285,410.22100212346,921.161611796024,1.1845444695285,992.101439918023,0.009986510113037,0.008235196242378,5.86498778922421,4965.31188225186,0.896005717192168,0.944520197716039,0.06358664431569,0.958357682385913,904.239516356507,0.007843318094405,133.890416845724,0.028768890598566,446.055717120206,1018.35904598195,2.05865921787709,1384.51224752901,0.018453469114515,0.008043848117179,3222.58874086807,0.692434194428034,0.858033302187083,949.199926253305,0.006821644150254,6.50718227355339,0.793250383500937,0.469456063043486,6.65742420685917,2935.74723027101,0.500383028851373,0.466378857818395,192.090506221237,398.980579657204,891.900801090847,2.55104823589569,1459.66865519005,0.023438785102954,0.008303015933531,0.726556540348086,772.842314830597,0.005826437028168
Set 1-HC 419 DMSO Stack 1!SUM_16 STACK1  C=2_0,Set 1-HC 419 DMSO Stack 1!SUM_16 STACK1  C=2_0_image.tif,Set 1-HC 419 DMSO Stack 1!SUM_16 STACK1  C=2_0_mask.tif,0,v3.0,1.18.5,1.2.4,1.1.1,3.7.7,"{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 255, 'additionalInfo': True, 'binWidth': 1, 'weightingNorm': None}",{'Original': {}},191c968aacd19296cc143b56cf2556496803035b,2D,"(1.0, 1.0)","(143, 84)",91.0035797535798,4,310,16e77820ebcf767ffbe07337b456829d9e630ae9,"(1.0, 1.0)","(143, 84)","(5, 5, 133, 74)",5793,1,"(68.44829967201795, 42.98584498532712)","(68.44829967201795, 42.98584498532712)",62,145,66249102,7.01274214131144,44,3.14324024769524,237,26.1106271552996,101.802865527361,98,19,218,18.3553745937477,106.939520796729,0.52644736127703,66249102,0.008969050160213,1072.23767865221,7879.40693208203,83.7415082096405,45165621.3237439,118814.237324199,3861.3556563403,394.301703829786,0.81464733142741,15.4424056993111,5.3535540201946,154.706035614307,0.000234841551832,12.3267683676565,-0.240201219450825,0.982454128904942,0.066495670934756,0.992008654883315,0.13472763492796,0.936632158810009,0.071696680003331,0.000858971667789,7.90823155303939,1063.91434004252,50.8395585427608,0.008961276758839,1074.3826811795,8125.47154679444,1.06483618885494,8559.21441364478,0.000490439758868,0.000468605086303,7.14000029162573,5446.36429826385,0.960000099770009,0.979328499913689,0.022161395089068,0.984600921896207,8023.46488955837,0.000463351578254,47.6391443047476,0.008939602984565,1080.2460187587,8217.94332895478,1.284481140927,10112.1981610058,0.000572045891618,0.000476897328795,4564.01632576468,0.856448925833118,0.94090318175184,7819.41010258335,0.000456524458507,7.4117845798527,0.919903331607112,0.102758336334986,7.62744452099863,4285.51372345935,0.739774507760978,0.168060352725447,51.9577075781115,1072.23767865221,8095.15794924909,1.5261522527188,11582.6428448127,0.000642837947648,0.000465922075223,0.884789113297658,7322.31641516581,0.000426534056599
